date,ticker,signal,entry,stop_loss,target,range_size,exit_price,exit_reason,shares,gross_pnl,costs,net_pnl,win
2025-05-23,ICICIBANK.NS,BUY,1445.6,1434.6,1456.6,11.0,1449.6,TIME,69.1754,276.7,95.66,181.04,True
2025-05-23,NIFTY,BUY,24826.35,24614.65,25038.05,211.7,24850.75,TIME,4.028,98.28,95.61,2.68,True
2025-05-23,RELIANCE.NS,BUY,1423.3,1407.2,1439.4,16.1,1425.9,TIME,70.2593,182.68,95.63,87.04,True
2025-05-28,INFY.NS,SELL,1575.1,1587.6,1562.6,12.5,1570.5,TIME,63.488,292.04,95.52,196.52,True
2025-05-29,HDFCBANK.NS,SELL,960.0,970.2,949.8,10.2,965.05,TIME,104.1667,-526.04,95.68,-621.72,False
2025-05-29,NIFTY,SELL,24780.3,24888.3,24672.3,108.0,24850.75,TIME,4.0355,-284.3,95.63,-379.93,False
2025-05-30,HDFCBANK.NS,BUY,968.5,962.95,974.05,5.55,974.05,TARGET,103.2525,573.05,95.75,477.31,True
2025-05-30,ICICIBANK.NS,SELL,1452.8,1460.3,1445.3,7.5,1460.3,STOP,68.8326,-516.24,95.68,-611.92,False
2025-05-30,TCS.NS,SELL,3480.0,3502.5,3457.5,22.5,3461.7,TIME,28.7356,525.86,95.48,430.39,True
2025-06-03,INFY.NS,SELL,1545.2,1565.1,1525.3,19.9,1543.1,TIME,64.7165,135.91,95.55,40.35,True
2025-06-03,NIFTY,SELL,24601.8,24841.9,24361.7,240.1,24535.2,TIME,4.0647,270.72,95.53,175.19,True
2025-06-03,RELIANCE.NS,SELL,1408.9,1425.6,1392.2,16.7,1404.7,TIME,70.9774,298.11,95.52,202.59,True
2025-06-03,TCS.NS,SELL,3427.2,3470.9,3383.5,43.7,3403.9,TIME,29.1783,679.86,95.45,584.41,True
2025-06-04,HDFCBANK.NS,BUY,967.3,961.4,973.2,5.9,970.7,TIME,103.3805,351.5,95.68,255.81,True
2025-06-05,ICICIBANK.NS,BUY,1441.0,1428.3,1453.7,12.7,1453.7,TARGET,69.3963,881.33,95.84,785.5,True
2025-06-05,INFY.NS,BUY,1557.0,1542.7,1571.3,14.3,1555.4,TIME,64.2261,-102.76,95.55,-198.31,False
2025-06-05,NIFTY,BUY,24761.25,24613.65,24908.85,147.6,24752.55,TIME,4.0386,-35.13,95.57,-130.7,False
2025-06-05,RELIANCE.NS,BUY,1444.5,1423.6,1465.4,20.9,1442.5,TIME,69.2281,-138.46,95.54,-233.99,False
2025-06-05,TCS.NS,SELL,3384.2,3401.9,3366.5,17.7,3401.9,STOP,29.5491,-523.02,95.68,-618.7,False
2025-06-06,HDFCBANK.NS,BUY,979.3,971.55,987.05,7.75,987.05,TARGET,102.1138,791.38,95.81,695.57,True
2025-06-06,INFY.NS,BUY,1555.6,1543.2,1568.0,12.4,1562.7,TIME,64.2839,456.41,95.71,360.7,True
2025-06-09,ICICIBANK.NS,SELL,1443.9,1465.2,1422.6,21.3,1434.9,TIME,69.2569,623.31,95.46,527.85,True
2025-06-10,INFY.NS,BUY,1590.8,1577.7,1603.9,13.1,1603.9,TARGET,62.8615,823.49,95.82,727.67,True
2025-06-10,TCS.NS,BUY,3460.0,3423.4,3496.6,36.6,3462.6,TIME,28.9017,75.15,95.6,-20.45,False
2025-06-11,HDFCBANK.NS,SELL,976.7,982.65,970.75,5.95,975.05,TIME,102.3856,168.94,95.55,73.39,True
2025-06-11,INFY.NS,BUY,1603.2,1591.0,1615.4,12.2,1615.4,TARGET,62.3752,760.98,95.8,665.18,True
2025-06-12,ICICIBANK.NS,SELL,1428.0,1436.5,1419.5,8.5,1424.4,TIME,70.028,252.1,95.53,156.57,True
2025-06-12,NIFTY,SELL,25065.25,25195.55,24934.95,130.3,24934.95,TARGET,3.9896,519.84,95.48,424.36,True
2025-06-12,RELIANCE.NS,SELL,1446.5,1457.0,1436.0,10.5,1436.0,TARGET,69.1324,725.89,95.44,630.45,True
2025-06-12,TCS.NS,SELL,3449.0,3471.9,3426.1,22.9,3426.1,TARGET,28.9939,663.96,95.45,568.51,True
2025-06-13,ICICIBANK.NS,BUY,1414.7,1404.7,1424.7,10.0,1418.3,TIME,70.6864,254.47,95.65,158.82,True
2025-06-13,INFY.NS,BUY,1595.8,1570.4,1621.2,25.4,1602.0,TIME,62.6645,388.52,95.69,292.83,True
2025-06-13,NIFTY,BUY,24654.4,24508.1,24800.7,146.3,24725.6,TIME,4.0561,288.79,95.66,193.13,True
2025-06-13,TCS.NS,BUY,3431.0,3394.7,3467.3,36.3,3447.5,TIME,29.146,480.91,95.72,385.19,True
2025-06-16,HDFCBANK.NS,BUY,965.5,960.7,970.3,4.8,968.25,TIME,103.5733,284.83,95.66,189.17,True
2025-06-16,INFY.NS,BUY,1615.5,1600.0,1631.0,15.5,1631.0,TARGET,61.9003,959.46,95.86,863.6,True
2025-06-16,NIFTY,BUY,24817.4,24704.6,24930.2,112.8,24930.2,TARGET,4.0294,454.52,95.71,358.81,True
2025-06-16,RELIANCE.NS,BUY,1432.5,1425.2,1439.8,7.3,1439.8,TARGET,69.808,509.6,95.73,413.87,True
2025-06-16,TCS.NS,BUY,3476.6,3434.8,3518.4,41.8,3494.7,TIME,28.7637,520.62,95.73,424.89,True
2025-06-18,TCS.NS,SELL,3486.2,3538.0,3434.4,51.8,3450.0,TIME,28.6845,1038.38,95.38,943.0,True
2025-06-20,HDFCBANK.NS,BUY,975.8,966.3,985.3,9.5,982.05,TIME,102.48,640.5,95.76,544.73,True
2025-06-20,ICICIBANK.NS,BUY,1416.6,1410.6,1422.6,6.0,1422.6,TARGET,70.5916,423.55,95.7,327.85,True
2025-06-20,NIFTY,BUY,24919.1,24787.45,25050.75,131.65,25050.75,TARGET,4.013,528.31,95.73,432.58,True
2025-06-20,RELIANCE.NS,BUY,1447.8,1428.1,1467.5,19.7,1467.5,TARGET,69.0703,1360.69,95.98,1264.71,True
2025-06-24,INFY.NS,SELL,1585.5,1604.3,1566.7,18.8,1604.3,STOP,63.0716,-1185.75,95.81,-1281.55,False
2025-06-24,NIFTY,BUY,25248.95,25119.05,25378.85,129.9,25119.05,STOP,3.9606,-514.48,95.43,-609.9,False
2025-06-24,TCS.NS,SELL,3416.2,3442.1,3390.3,25.9,3390.3,TARGET,29.2723,758.15,95.43,662.72,True
2025-06-25,INFY.NS,BUY,1604.4,1585.1,1623.7,19.3,1616.0,TIME,62.3286,723.01,95.79,627.22,True
2025-06-25,TCS.NS,BUY,3419.9,3400.2,3439.6,19.7,3439.6,TARGET,29.2406,576.04,95.75,480.29,True
2025-06-26,HDFCBANK.NS,BUY,998.9,990.05,1007.75,8.85,1007.75,TARGET,100.1101,885.97,95.84,790.14,True
2025-06-26,ICICIBANK.NS,BUY,1436.0,1421.7,1450.3,14.3,1438.1,TIME,69.6379,146.24,95.62,50.62,True
2025-06-26,NIFTY,BUY,25437.5,25260.4,25614.6,177.1,25542.1,TIME,3.9312,411.2,95.7,315.5,True
2025-06-26,RELIANCE.NS,BUY,1488.0,1465.3,1510.7,22.7,1494.6,TIME,67.2043,443.55,95.71,347.84,True
2025-06-27,HDFCBANK.NS,BUY,1003.35,996.7,1010.0,6.65,1007.3,TIME,99.6661,393.68,95.69,297.99,True
2025-06-27,ICICIBANK.NS,BUY,1446.8,1438.9,1454.7,7.9,1454.7,TARGET,69.1181,546.03,95.74,450.3,True
2025-06-27,RELIANCE.NS,BUY,1508.5,1497.0,1520.0,11.5,1520.0,TARGET,66.291,762.35,95.8,666.55,True
2025-06-27,TCS.NS,SELL,3446.3,3465.6,3427.0,19.3,3438.2,TIME,29.0166,235.04,95.53,139.5,True
2025-06-30,ICICIBANK.NS,SELL,1453.7,1461.9,1445.5,8.2,1445.5,TARGET,68.79,564.08,95.47,468.61,True
2025-06-30,NIFTY,SELL,25543.8,25664.85,25422.75,121.05,25525.15,TIME,3.9148,73.01,95.56,-22.55,False
2025-07-01,ICICIBANK.NS,SELL,1438.6,1444.8,1432.4,6.2,1432.4,TARGET,69.512,430.97,95.5,335.48,True
2025-07-01,RELIANCE.NS,BUY,1521.0,1501.7,1540.3,19.3,1527.9,TIME,65.7462,453.65,95.71,357.94,True
2025-07-01,TCS.NS,SELL,3441.8,3484.9,3398.7,43.1,3431.8,TIME,29.0546,290.54,95.52,195.02,True
2025-07-02,HDFCBANK.NS,SELL,998.5,1007.65,989.35,9.15,989.35,TARGET,100.1502,916.37,95.4,820.97,True
2025-07-02,ICICIBANK.NS,SELL,1433.0,1450.9,1415.1,17.9,1427.9,TIME,69.7837,355.9,95.51,260.39,True
2025-07-02,NIFTY,SELL,25513.3,25605.8,25420.8,92.5,25420.8,TARGET,3.9195,362.56,95.51,267.05,True
2025-07-02,RELIANCE.NS,SELL,1518.0,1529.9,1506.1,11.9,1518.3,TIME,65.8762,-19.77,95.58,-115.35,False
2025-07-03,HDFCBANK.NS,BUY,1000.45,994.0,1006.9,6.45,994.0,STOP,99.955,-644.71,95.39,-740.1,False
2025-07-03,RELIANCE.NS,BUY,1526.0,1513.0,1539.0,13.0,1514.8,TIME,65.5308,-733.94,95.36,-829.31,False
2025-07-03,TCS.NS,SELL,3416.2,3434.7,3397.7,18.5,3397.7,TARGET,29.2723,541.54,95.47,446.06,True
2025-07-07,INFY.NS,SELL,1633.0,1643.9,1622.1,10.9,1626.9,TIME,61.237,373.54,95.51,278.04,True
2025-07-07,RELIANCE.NS,BUY,1539.5,1525.5,1553.5,14.0,1542.3,TIME,64.9562,181.88,95.63,86.25,True
2025-07-08,HDFCBANK.NS,BUY,994.95,989.05,1000.85,5.9,1000.85,TARGET,100.5076,592.99,95.75,497.24,True
2025-07-09,RELIANCE.NS,BUY,1545.7,1534.3,1557.1,11.4,1534.3,STOP,64.6956,-737.53,95.36,-832.89,False
2025-07-09,TCS.NS,SELL,3397.0,3409.2,3384.8,12.2,3384.8,TARGET,29.4377,359.14,95.51,263.63,True
2025-07-10,ICICIBANK.NS,SELL,1429.2,1437.7,1420.7,8.5,1423.9,TIME,69.9692,370.84,95.51,275.33,True
2025-07-10,NIFTY,SELL,25402.9,25521.85,25283.95,118.95,25362.15,TIME,3.9366,160.41,95.55,64.87,True
2025-07-10,RELIANCE.NS,SELL,1514.0,1524.4,1503.6,10.4,1517.8,TIME,66.0502,-250.99,95.63,-346.62,False
2025-07-11,HDFCBANK.NS,SELL,997.0,1002.3,991.7,5.3,991.7,TARGET,100.3009,531.59,95.48,436.12,True
2025-07-11,ICICIBANK.NS,SELL,1420.1,1427.7,1412.5,7.6,1422.0,TIME,70.4176,-133.79,95.6,-229.4,False
2025-07-11,RELIANCE.NS,SELL,1497.5,1514.0,1481.0,16.5,1495.4,TIME,66.778,140.23,95.55,44.68,True
2025-07-11,TCS.NS,SELL,3300.0,3328.0,3272.0,28.0,3272.0,TARGET,30.303,848.48,95.42,753.07,True
2025-07-14,INFY.NS,SELL,1566.5,1583.1,1549.9,16.6,1570.4,TIME,63.8366,-248.96,95.63,-344.59,False
2025-07-14,TCS.NS,SELL,3233.7,3270.1,3197.3,36.4,3223.0,TIME,30.9243,330.89,95.51,235.38,True
2025-07-15,HDFCBANK.NS,BUY,994.55,988.2,1000.9,6.35,1000.9,TARGET,100.548,638.48,95.76,542.72,True
2025-07-15,ICICIBANK.NS,BUY,1425.3,1419.3,1431.3,6.0,1431.3,TARGET,70.1607,420.96,95.7,325.26,True
2025-07-15,INFY.NS,BUY,1582.8,1566.4,1599.2,16.4,1599.2,TARGET,63.1792,1036.14,95.88,940.26,True
2025-07-15,NIFTY,BUY,25155.7,25089.25,25222.15,66.45,25222.15,TARGET,3.9752,264.15,95.66,168.5,True
2025-07-15,TCS.NS,BUY,3237.3,3214.4,3260.2,22.9,3251.6,TIME,30.8899,441.73,95.71,346.02,True
2025-07-16,HDFCBANK.NS,SELL,1001.05,1010.45,991.65,9.4,998.4,TIME,99.8951,264.72,95.53,169.19,True
2025-07-16,INFY.NS,BUY,1601.0,1580.5,1621.5,20.5,1606.0,TIME,62.461,312.3,95.67,216.64,True
2025-07-17,HDFCBANK.NS,SELL,996.8,1001.05,992.55,4.25,994.25,TIME,100.321,255.82,95.53,160.29,True
2025-07-17,INFY.NS,SELL,1595.5,1610.0,1581.0,14.5,1583.7,TIME,62.6763,739.58,95.44,644.15,True
2025-07-17,TCS.NS,SELL,3225.0,3241.5,3208.5,16.5,3208.5,TARGET,31.0078,511.63,95.48,416.15,True
2025-07-18,HDFCBANK.NS,SELL,986.5,998.4,974.6,11.9,978.25,TIME,101.3685,836.29,95.42,740.87,True
2025-07-18,NIFTY,SELL,25004.8,25144.2,24865.4,139.4,24970.7,TIME,3.9992,136.38,95.55,40.83,True
2025-07-18,RELIANCE.NS,SELL,1475.1,1484.4,1465.8,9.3,1477.1,TIME,67.792,-135.58,95.6,-231.19,False
2025-07-18,TCS.NS,SELL,3207.2,3226.7,3187.7,19.5,3190.0,TIME,31.1798,536.29,95.48,440.82,True
2025-07-21,ICICIBANK.NS,BUY,1461.9,1437.0,1486.8,24.9,1465.5,TIME,68.4041,246.25,95.65,150.6,True
2025-07-21,RELIANCE.NS,SELL,1437.0,1465.6,1408.4,28.6,1429.6,TIME,69.5894,514.96,95.48,419.48,True
2025-07-22,RELIANCE.NS,SELL,1418.6,1431.9,1405.3,13.3,1412.6,TIME,70.492,422.95,95.5,327.46,True
2025-07-23,HDFCBANK.NS,BUY,1005.0,1001.5,1008.5,3.5,1008.5,TARGET,99.5025,348.26,95.68,252.58,True
2025-07-23,INFY.NS,SELL,1573.1,1585.1,1561.1,12.0,1585.1,STOP,63.5687,-762.82,95.72,-858.55,False
2025-07-24,HDFCBANK.NS,SELL,1008.2,1017.2,999.2,9.0,1007.55,TIME,99.1867,64.47,95.57,-31.09,False
2025-07-24,NIFTY,SELL,25155.15,25242.85,25067.45,87.7,25067.45,TARGET,3.9753,348.64,95.51,253.13,True
2025-07-24,RELIANCE.NS,SELL,1413.9,1422.4,1405.4,8.5,1405.4,TARGET,70.7264,601.17,95.46,505.71,True
2025-07-24,TCS.NS,SELL,3156.0,3172.9,3139.1,16.9,3148.2,TIME,31.6857,247.15,95.53,151.62,True
2025-07-25,ICICIBANK.NS,SELL,1482.1,1493.8,1470.4,11.7,1478.1,TIME,67.4718,269.89,95.53,174.36,True
2025-07-25,INFY.NS,SELL,1528.1,1549.1,1507.1,21.0,1515.9,TIME,65.4407,798.38,95.42,702.95,True
2025-07-25,NIFTY,SELL,24903.3,25010.35,24796.25,107.05,24844.4,TIME,4.0155,236.51,95.53,140.98,True
2025-07-28,ICICIBANK.NS,BUY,1488.0,1478.8,1497.2,9.2,1488.1,TIME,67.2043,6.72,95.58,-88.86,False
2025-07-28,INFY.NS,BUY,1510.4,1482.9,1537.9,27.5,1518.6,TIME,66.2076,542.9,95.74,447.16,True
2025-07-29,HDFCBANK.NS,BUY,1006.4,998.7,1014.1,7.7,1009.9,TIME,99.3641,347.78,95.68,252.1,True
2025-07-29,NIFTY,BUY,24726.95,24608.3,24845.6,118.65,24813.45,TIME,4.0442,349.82,95.68,254.14,True
2025-07-29,RELIANCE.NS,BUY,1401.6,1386.9,1416.3,14.7,1416.3,TARGET,71.347,1048.8,95.88,952.92,True
2025-07-29,TCS.NS,SELL,3053.6,3073.4,3033.8,19.8,3053.8,TIME,32.7482,-6.55,95.58,-102.13,False
2025-07-31,NIFTY,BUY,24728.55,24639.55,24817.55,89.0,24817.55,TARGET,4.0439,359.91,95.68,264.22,True
2025-07-31,RELIANCE.NS,BUY,1391.5,1384.5,1398.5,7.0,1398.5,TARGET,71.8649,503.05,95.72,407.33,True
2025-08-01,TCS.NS,SELL,3017.0,3036.8,2997.2,19.8,3002.4,TIME,33.1455,483.93,95.49,388.44,True
2025-08-04,HDFCBANK.NS,SELL,998.65,1009.15,988.15,10.5,995.6,TIME,100.1352,305.41,95.52,209.9,True
2025-08-04,ICICIBANK.NS,SELL,1467.0,1478.8,1455.2,11.8,1463.5,TIME,68.1663,238.58,95.53,143.05,True
2025-08-04,INFY.NS,BUY,1465.7,1451.1,1480.3,14.6,1480.3,TARGET,68.2268,996.11,95.87,900.24,True
2025-08-04,NIFTY,BUY,24669.75,24555.35,24784.15,114.4,24719.25,TIME,4.0535,200.65,95.64,105.01,True
2025-08-04,RELIANCE.NS,BUY,1409.5,1392.4,1426.6,17.1,1410.9,TIME,70.9471,99.33,95.61,3.72,True
2025-08-05,ICICIBANK.NS,SELL,1450.2,1461.1,1439.3,10.9,1445.0,TIME,68.956,358.57,95.51,263.06,True
2025-08-05,RELIANCE.NS,SELL,1396.0,1411.0,1381.0,15.0,1393.1,TIME,71.6332,207.74,95.54,112.2,True
2025-08-06,HDFCBANK.NS,BUY,990.0,985.05,994.95,4.95,992.75,TIME,101.0101,277.78,95.66,182.12,True
2025-08-06,INFY.NS,SELL,1441.0,1452.5,1429.5,11.5,1437.6,TIME,69.3963,235.95,95.53,140.42,True
2025-08-06,TCS.NS,SELL,3040.0,3063.1,3016.9,23.1,3035.2,TIME,32.8947,157.9,95.55,62.35,True
2025-08-07,HDFCBANK.NS,BUY,994.25,990.05,998.45,4.2,990.05,STOP,100.5783,-422.43,95.45,-517.88,False
2025-08-07,ICICIBANK.NS,SELL,1435.3,1446.1,1424.5,10.8,1440.4,TIME,69.6718,-355.33,95.65,-450.97,False
2025-08-07,INFY.NS,SELL,1430.0,1438.9,1421.1,8.9,1421.1,TARGET,69.9301,622.38,95.46,526.92,True
2025-08-07,NIFTY,BUY,24542.7,24466.55,24618.85,76.15,24466.55,STOP,4.0745,-310.28,95.49,-405.76,False
2025-08-07,RELIANCE.NS,SELL,1382.1,1390.0,1374.2,7.9,1374.2,TARGET,72.3537,571.59,95.47,476.13,True
2025-08-08,HDFCBANK.NS,SELL,990.25,995.4,985.1,5.15,985.1,TARGET,100.9846,520.07,95.48,424.59,True
2025-08-08,NIFTY,SELL,24437.55,24585.3,24289.8,147.75,24344.45,TIME,4.0921,380.97,95.5,285.47,True
2025-08-08,RELIANCE.NS,SELL,1381.3,1396.5,1366.1,15.2,1366.1,TARGET,72.3956,1100.41,95.37,1005.05,True
2025-08-08,TCS.NS,SELL,3037.9,3059.8,3016.0,21.9,3034.7,TIME,32.9175,105.34,95.56,9.78,True
2025-08-11,HDFCBANK.NS,BUY,994.9,987.05,1002.75,7.85,997.85,TIME,100.5126,296.51,95.66,200.85,True
2025-08-11,ICICIBANK.NS,BUY,1430.8,1420.4,1441.2,10.4,1436.7,TIME,69.891,412.35,95.7,316.65,True
2025-08-11,NIFTY,BUY,24428.35,24349.2,24507.5,79.15,24507.5,TARGET,4.0936,324.01,95.67,228.34,True
2025-08-13,RELIANCE.NS,SELL,1383.3,1391.8,1374.8,8.5,1382.4,TIME,72.2909,65.06,95.57,-30.51,False
2025-08-14,INFY.NS,BUY,1452.4,1435.0,1469.8,17.4,1469.8,TARGET,68.8516,1198.02,95.93,1102.09,True
2025-08-14,TCS.NS,SELL,3033.3,3051.1,3015.5,17.8,3051.1,STOP,32.9674,-586.82,95.69,-682.51,False
2025-08-18,INFY.NS,SELL,1443.8,1462.0,1425.6,18.2,1435.2,TIME,69.2617,595.65,95.46,500.19,True
2025-08-18,RELIANCE.NS,SELL,1382.7,1394.9,1370.5,12.2,1381.0,TIME,72.3223,122.95,95.55,27.39,True
2025-08-18,TCS.NS,SELL,3017.6,3039.5,2995.7,21.9,3010.0,TIME,33.1389,251.86,95.53,156.33,True
2025-08-19,HDFCBANK.NS,SELL,997.8,1001.85,993.75,4.05,1001.85,STOP,100.2205,-405.89,95.66,-501.55,False
2025-08-19,NIFTY,BUY,24935.55,24874.05,24997.05,61.5,24997.05,TARGET,4.0103,246.64,95.65,150.99,True
2025-08-19,RELIANCE.NS,BUY,1413.4,1394.3,1432.5,19.1,1419.5,TIME,70.7514,431.58,95.7,335.88,True
2025-08-20,INFY.NS,BUY,1471.6,1443.2,1500.0,28.4,1496.5,TIME,67.9532,1692.04,96.07,1595.96,True
2025-08-20,NIFTY,BUY,24995.5,24930.05,25060.95,65.45,25060.95,TARGET,4.0007,261.85,95.65,166.19,True
2025-08-20,TCS.NS,BUY,3039.0,3011.2,3066.8,27.8,3066.8,TARGET,32.9056,914.77,95.85,818.93,True
2025-08-22,NIFTY,SELL,24946.0,25079.55,24812.45,133.55,24873.3,TIME,4.0087,291.43,95.52,195.9,True
2025-08-22,RELIANCE.NS,SELL,1415.1,1422.9,1407.3,7.8,1408.9,TIME,70.6664,438.13,95.49,342.64,True
2025-08-22,TCS.NS,SELL,3064.9,3095.7,3034.1,30.8,3052.1,TIME,32.6275,417.63,95.5,322.13,True
2025-08-25,INFY.NS,BUY,1528.9,1508.6,1549.2,20.3,1532.7,TIME,65.4065,248.54,95.65,152.89,True
2025-08-25,TCS.NS,BUY,3132.9,3079.7,3186.1,53.2,3139.0,TIME,31.9193,194.71,95.63,99.07,True
2025-08-26,NIFTY,SELL,24755.8,24917.7,24593.9,161.9,24695.0,TIME,4.0395,245.6,95.53,150.07,True
2025-08-26,RELIANCE.NS,SELL,1398.5,1409.9,1387.1,11.4,1387.1,TARGET,71.5052,815.16,95.42,719.74,True
2025-08-28,INFY.NS,SELL,1506.2,1526.7,1485.7,20.5,1500.6,TIME,66.3922,371.8,95.51,276.29,True
2025-08-28,TCS.NS,SELL,3104.0,3143.8,3064.2,39.8,3092.2,TIME,32.2165,380.16,95.51,284.65,True
2025-08-29,INFY.NS,SELL,1478.3,1498.6,1458.0,20.3,1469.5,TIME,67.6453,595.28,95.46,499.81,True
2025-08-29,NIFTY,SELL,24464.45,24563.9,24365.0,99.45,24563.9,STOP,4.0876,-406.51,95.66,-502.16,False
2025-08-29,RELIANCE.NS,SELL,1382.1,1396.6,1367.6,14.5,1396.6,STOP,72.3537,-1049.13,95.78,-1144.91,False
2025-09-01,HDFCBANK.NS,SELL,951.0,957.35,944.65,6.35,950.25,TIME,105.1525,78.86,95.56,-16.7,False
2025-09-01,NIFTY,BUY,24560.75,24432.7,24688.8,128.05,24625.75,TIME,4.0715,264.65,95.66,168.99,True
2025-09-02,HDFCBANK.NS,SELL,950.6,953.8,947.4,3.2,953.8,STOP,105.1967,-336.63,95.64,-432.27,False
2025-09-02,ICICIBANK.NS,SELL,1406.9,1413.0,1400.8,6.1,1400.8,TARGET,71.0783,433.58,95.49,338.08,True
2025-09-02,TCS.NS,BUY,3132.8,3103.1,3162.5,29.7,3111.6,TIME,31.9203,-676.71,95.38,-772.09,False
2025-09-03,HDFCBANK.NS,BUY,945.3,940.0,950.6,5.3,950.6,TARGET,105.7865,560.67,95.74,464.93,True
2025-09-03,ICICIBANK.NS,BUY,1393.3,1384.5,1402.1,8.8,1398.0,TIME,71.7721,337.33,95.68,241.65,True
2025-09-03,INFY.NS,SELL,1478.0,1496.7,1459.3,18.7,1479.2,TIME,67.659,-81.19,95.59,-176.78,False
2025-09-03,TCS.NS,SELL,3109.2,3141.0,3077.4,31.8,3098.6,TIME,32.1626,340.92,95.51,245.41,True
2025-09-04,INFY.NS,SELL,1470.6,1483.8,1457.4,13.2,1461.6,TIME,67.9995,612.0,95.46,516.54,True
2025-09-04,NIFTY,SELL,24835.45,24970.3,24700.6,134.85,24718.5,TIME,4.0265,470.9,95.49,375.41,True
2025-09-04,RELIANCE.NS,SELL,1363.1,1373.6,1352.6,10.5,1358.3,TIME,73.3622,352.13,95.51,256.62,True
2025-09-05,ICICIBANK.NS,SELL,1397.3,1410.6,1384.0,13.3,1401.6,TIME,71.5666,-307.73,95.64,-403.37,False
2025-09-05,RELIANCE.NS,BUY,1372.6,1363.1,1382.1,9.5,1363.1,STOP,72.8544,-692.12,95.38,-787.49,False
2025-09-05,TCS.NS,SELL,3047.9,3101.4,2994.4,53.5,3047.7,TIME,32.8095,6.56,95.58,-89.01,False
2025-09-08,INFY.NS,SELL,1438.0,1457.8,1418.2,19.8,1431.8,TIME,69.541,431.15,95.5,335.66,True
2025-09-08,TCS.NS,SELL,3025.0,3064.9,2985.1,39.9,3018.1,TIME,33.0579,228.1,95.53,132.56,True
2025-09-09,HDFCBANK.NS,SELL,969.0,974.4,963.6,5.4,965.5,TIME,103.1992,361.2,95.51,265.69,True
2025-09-09,INFY.NS,BUY,1490.0,1472.5,1507.5,17.5,1504.7,TIME,67.1141,986.57,95.87,890.71,True
2025-09-10,HDFCBANK.NS,SELL,965.5,971.95,959.05,6.45,966.85,TIME,103.5733,-139.82,95.6,-235.43,False
2025-09-10,INFY.NS,BUY,1527.7,1509.6,1545.8,18.1,1533.1,TIME,65.4579,353.47,95.68,257.79,True
2025-09-11,HDFCBANK.NS,BUY,965.6,960.0,971.2,5.6,967.4,TIME,103.5626,186.42,95.63,90.78,True
2025-09-16,NIFTY,BUY,25181.05,25072.25,25289.85,108.8,25240.65,TIME,3.9712,236.69,95.65,141.04,True
2025-09-16,TCS.NS,BUY,3128.4,3109.5,3147.3,18.9,3147.3,TARGET,31.9652,604.14,95.75,508.39,True
2025-09-18,RELIANCE.NS,SELL,1415.2,1421.3,1409.1,6.1,1414.5,TIME,70.6614,49.46,95.57,-46.11,False
2025-09-18,TCS.NS,SELL,3180.0,3202.8,3157.2,22.8,3175.8,TIME,31.4465,132.07,95.55,36.52,True
2025-09-19,HDFCBANK.NS,SELL,968.5,975.75,961.25,7.25,967.9,TIME,103.2525,61.95,95.57,-33.62,False
2025-09-19,INFY.NS,SELL,1525.0,1550.4,1499.6,25.4,1540.7,TIME,65.5738,-1029.5,95.78,-1125.28,False
2025-09-23,HDFCBANK.NS,SELL,961.4,968.15,954.65,6.75,957.6,TIME,104.015,395.26,95.5,299.76,True
2025-09-24,HDFCBANK.NS,SELL,947.15,956.3,938.0,9.15,952.5,TIME,105.5799,-564.85,95.69,-660.54,False
2025-09-24,INFY.NS,SELL,1489.0,1496.0,1482.0,7.0,1494.9,TIME,67.1592,-396.24,95.65,-491.89,False
2025-09-25,NIFTY,SELL,25004.9,25090.25,24919.55,85.35,24919.55,TARGET,3.9992,341.33,95.51,245.82,True
2025-09-25,TCS.NS,SELL,3013.2,3029.5,2996.9,16.3,2996.9,TARGET,33.1873,540.95,95.47,445.48,True
2025-09-26,INFY.NS,SELL,1458.0,1478.3,1437.7,20.3,1445.5,TIME,68.5871,857.34,95.41,761.93,True
2025-09-26,NIFTY,SELL,24759.25,24855.5,24663.0,96.25,24663.0,TARGET,4.0389,388.74,95.5,293.24,True
2025-09-26,TCS.NS,SELL,2919.0,2953.4,2884.6,34.4,2898.2,TIME,34.2583,712.57,95.44,617.13,True
2025-09-29,HDFCBANK.NS,BUY,952.3,939.25,965.35,13.05,950.05,TIME,105.0089,-236.27,95.51,-331.78,False
2025-09-30,TCS.NS,SELL,2896.6,2915.0,2878.2,18.4,2888.6,TIME,34.5232,276.18,95.53,180.66,True
2025-10-01,HDFCBANK.NS,BUY,953.5,946.1,960.9,7.4,960.9,TARGET,104.8768,776.09,95.8,680.28,True
2025-10-01,ICICIBANK.NS,BUY,1367.1,1348.0,1386.2,19.1,1371.2,TIME,73.1475,299.9,95.67,204.24,True
2025-10-01,NIFTY,BUY,24693.25,24606.15,24780.35,87.1,24780.35,TARGET,4.0497,352.73,95.68,257.05,True
2025-10-03,HDFCBANK.NS,BUY,959.9,953.15,966.65,6.75,966.65,TARGET,104.1775,703.2,95.78,607.41,True
2025-10-03,INFY.NS,BUY,1443.7,1433.8,1453.6,9.9,1446.6,TIME,69.2665,200.87,95.64,105.23,True
2025-10-03,NIFTY,BUY,24838.9,24748.15,24929.65,90.75,24888.5,TIME,4.0259,199.69,95.64,104.05,True
2025-10-03,TCS.NS,SELL,2900.6,2920.6,2880.6,20.0,2900.8,TIME,34.4756,-6.9,95.58,-102.48,False
