range_size_pct,orb_body_ratio,orb_upper_wick_ratio,orb_lower_wick_ratio,gap_pct,orb_volume,volume_ratio,day_of_week,signal_encoded,ticker_encoded,date,ticker,signal,label
2.0419,0.501,0.0742,0.4248,-0.2207,0.0,0.0,2,0,2,2025-02-19,TCS.NS,SELL,TIME
1.4347,0.9773,0.0021,0.0206,-0.5455,0.0,0.0,3,0,3,2025-02-20,HDFCBANK.NS,SELL,TIME
0.9104,0.2149,0.4868,0.2982,-0.2893,0.0,0.0,3,0,4,2025-02-20,ICICIBANK.NS,SELL,TIME
1.7423,0.7868,0.1842,0.0291,-0.7383,0.0,0.0,0,0,1,2025-02-24,INFY.NS,SELL,TIME
1.4053,0.6107,0.2733,0.116,-0.9786,0.0,0.0,0,0,2,2025-02-24,TCS.NS,SELL,TIME
0.9989,0.9147,0.0853,0.0,0.1516,0.0,0.0,3,1,3,2025-02-27,HDFCBANK.NS,BUY,TIME
1.0027,0.6784,0.2018,0.1199,-0.6115,0.0,0.0,4,1,3,2025-02-28,HDFCBANK.NS,BUY,TARGET
3.2858,0.8351,0.0,0.1649,-0.5838,0.0,0.0,4,0,1,2025-02-28,INFY.NS,SELL,TIME
2.9012,0.8576,0.1,0.0424,-0.5044,0.0,0.0,4,0,2,2025-02-28,TCS.NS,SELL,TIME
1.4812,0.7937,0.1866,0.0196,0.4653,0.0,0.0,0,0,3,2025-03-03,HDFCBANK.NS,SELL,TIME
1.5232,0.8974,0.0009,0.1017,-1.0294,0.0,0.0,1,1,2,2025-03-04,TCS.NS,BUY,TIME
1.4815,0.7241,0.2759,0.0,-0.2887,0.0,0.0,2,1,0,2025-03-05,RELIANCE.NS,BUY,TIME
1.0556,0.2416,0.1067,0.6517,-0.8014,0.0,0.0,4,0,1,2025-03-07,INFY.NS,SELL,TIME
1.9893,0.8455,0.0,0.1545,0.4378,0.0,0.0,4,1,0,2025-03-07,RELIANCE.NS,BUY,TIME
0.8624,0.3859,0.0032,0.6109,-0.0556,0.0,0.0,4,1,2,2025-03-07,TCS.NS,BUY,TIME
0.4924,0.2934,0.5689,0.1377,-0.077,0.0,0.0,0,1,3,2025-03-10,HDFCBANK.NS,BUY,STOP
1.9307,0.5561,0.2682,0.1758,-0.2343,0.0,0.0,0,1,1,2025-03-10,INFY.NS,BUY,TIME
0.9805,0.2387,0.0272,0.7341,-0.3642,0.0,0.0,1,1,3,2025-03-11,HDFCBANK.NS,BUY,TIME
1.4936,0.6811,0.2297,0.0892,0.7338,0.0,0.0,1,1,4,2025-03-11,ICICIBANK.NS,BUY,TIME
3.0406,0.9875,0.0,0.0125,-1.6972,0.0,0.0,2,0,1,2025-03-12,INFY.NS,SELL,TIME
1.2522,0.7028,0.1058,0.1914,0.8113,0.0,0.0,3,0,1,2025-03-13,INFY.NS,SELL,TIME
0.8601,0.5367,0.0596,0.4037,0.86,0.0,0.0,0,1,4,2025-03-17,ICICIBANK.NS,BUY,TIME
1.6775,0.743,0.1032,0.1538,-0.8138,0.0,0.0,0,1,1,2025-03-17,INFY.NS,BUY,TIME
1.0694,0.1579,0.8158,0.0263,-0.1442,0.0,0.0,0,0,0,2025-03-17,RELIANCE.NS,SELL,TIME
1.7709,0.842,0.0779,0.0801,1.1429,0.0,0.0,1,1,4,2025-03-18,ICICIBANK.NS,BUY,TIME
0.8644,0.3073,0.4266,0.2661,0.4691,0.0,0.0,3,1,0,2025-03-20,RELIANCE.NS,BUY,TARGET
1.0162,0.937,0.0259,0.037,-0.2313,0.0,0.0,4,1,4,2025-03-21,ICICIBANK.NS,BUY,TARGET
3.4772,0.5841,0.1689,0.247,-1.8298,0.0,0.0,4,1,2,2025-03-21,TCS.NS,BUY,TIME
1.1387,0.934,0.044,0.022,0.1693,0.0,0.0,0,1,3,2025-03-24,HDFCBANK.NS,BUY,TIME
1.0119,0.4691,0.0436,0.4873,0.644,0.0,0.0,0,1,4,2025-03-24,ICICIBANK.NS,BUY,TARGET
0.788,0.299,0.5637,0.1373,0.638,0.0,0.0,0,1,0,2025-03-24,RELIANCE.NS,BUY,TARGET
1.1475,0.285,0.0157,0.6993,0.4877,0.0,0.0,0,1,2,2025-03-24,TCS.NS,BUY,TARGET
1.2673,0.6697,0.107,0.2232,0.1612,0.0,0.0,1,0,0,2025-03-25,RELIANCE.NS,SELL,TIME
0.5449,0.5303,0.0,0.4697,0.5754,0.0,0.0,2,0,3,2025-03-26,HDFCBANK.NS,SELL,TARGET
1.2303,0.2035,0.6709,0.1256,-0.2702,0.0,0.0,2,0,1,2025-03-26,INFY.NS,SELL,TARGET
0.9176,0.6766,0.0894,0.234,0.4434,0.0,0.0,2,0,0,2025-03-26,RELIANCE.NS,SELL,TIME
1.5994,0.6991,0.094,0.2068,-0.0858,0.0,0.0,3,1,3,2025-03-27,HDFCBANK.NS,BUY,TIME
1.018,0.2491,0.0293,0.7216,-0.1456,0.0,0.0,4,1,4,2025-03-28,ICICIBANK.NS,BUY,TARGET
0.6675,0.8125,0.1792,0.0083,-1.0049,0.0,0.0,1,0,3,2025-04-01,HDFCBANK.NS,SELL,TARGET
1.2167,0.6828,0.121,0.1962,-1.5264,0.0,0.0,1,0,1,2025-04-01,INFY.NS,SELL,TIME
1.1698,0.0426,0.6392,0.3182,-2.5352,0.0,0.0,3,0,1,2025-04-03,INFY.NS,SELL,TARGET
1.5212,0.2658,0.3244,0.4098,-2.3094,0.0,0.0,3,0,2,2025-04-03,TCS.NS,SELL,TIME
1.1267,0.3567,0.3628,0.2805,-1.9889,0.0,0.0,4,0,1,2025-04-04,INFY.NS,SELL,TIME
3.0712,0.8949,0.0836,0.0216,-0.5246,0.0,0.0,4,0,0,2025-04-04,RELIANCE.NS,SELL,TIME
1.7341,0.9844,0.0,0.0156,-0.3644,0.0,0.0,4,0,2,2025-04-04,TCS.NS,SELL,TIME
2.9246,0.0159,0.9708,0.0133,-3.4905,377790.0,0.2201,0,0,4,2025-04-07,ICICIBANK.NS,SELL,TIME
5.4254,0.0027,0.0999,0.8974,-5.5317,203465.0,0.1958,0,1,1,2025-04-07,INFY.NS,BUY,TIME
3.3705,0.4249,0.335,0.2401,-6.6258,0.0,0.0,0,1,0,2025-04-07,RELIANCE.NS,BUY,TIME
2.834,0.1647,0.1882,0.6471,-5.5227,0.0,0.0,0,1,2,2025-04-07,TCS.NS,BUY,TARGET
0.704,0.1573,0.3508,0.4919,-0.0339,0.0,0.0,2,0,3,2025-04-09,HDFCBANK.NS,SELL,TIME
1.27,0.5282,0.2425,0.2292,-0.6603,0.0,0.0,2,1,0,2025-04-09,RELIANCE.NS,BUY,TIME
1.4579,0.8178,0.1822,0.0,0.8326,0.0,0.0,4,1,3,2025-04-11,HDFCBANK.NS,BUY,TIME
1.5196,0.7514,0.2486,0.0,0.9557,0.0,0.0,4,1,0,2025-04-11,RELIANCE.NS,BUY,TIME
1.5217,0.5833,0.2083,0.2083,1.4548,0.0,0.0,1,0,1,2025-04-15,INFY.NS,SELL,TIME
0.6688,0.6626,0.2771,0.0602,2.3012,0.0,0.0,1,0,0,2025-04-15,RELIANCE.NS,SELL,TIME
0.6795,0.2441,0.3622,0.3937,0.6542,3678920.0,1.6004,2,0,3,2025-04-16,HDFCBANK.NS,SELL,TIME
0.772,0.5769,0.1154,0.3077,0.4666,0.0,0.0,2,0,4,2025-04-16,ICICIBANK.NS,SELL,TIME
1.0592,0.5174,0.3831,0.0995,0.0852,0.0,0.0,3,1,3,2025-04-17,HDFCBANK.NS,BUY,TARGET
1.6975,0.8085,0.1915,0.0,0.3318,0.0,0.0,3,1,4,2025-04-17,ICICIBANK.NS,BUY,TARGET
1.6074,0.4714,0.2291,0.2996,1.6278,0.0,0.0,0,0,4,2025-04-21,ICICIBANK.NS,SELL,TIME
2.3399,0.6491,0.3509,0.0,-0.063,0.0,0.0,0,1,1,2025-04-21,INFY.NS,BUY,TIME
1.4621,0.6436,0.0904,0.266,-0.0786,0.0,0.0,0,1,0,2025-04-21,RELIANCE.NS,BUY,TIME
0.9279,0.6851,0.1688,0.1461,-0.1486,0.0,0.0,0,1,2,2025-04-21,TCS.NS,BUY,TARGET
2.0496,0.9849,0.005,0.0101,1.0274,0.0,0.0,2,0,3,2025-04-23,HDFCBANK.NS,SELL,TIME
2.1633,0.4389,0.3918,0.1693,1.6924,0.0,0.0,2,1,1,2025-04-23,INFY.NS,BUY,TIME
1.6953,0.467,0.3403,0.1927,1.1622,0.0,0.0,2,1,2,2025-04-23,TCS.NS,BUY,TIME
0.8802,0.2177,0.379,0.4032,-0.4568,4263675.0,2.4836,3,0,4,2025-04-24,ICICIBANK.NS,SELL,TIME
1.2095,0.3117,0.6407,0.0476,0.073,0.0,0.0,4,0,3,2025-04-25,HDFCBANK.NS,SELL,TIME
2.3521,0.2296,0.1164,0.6541,3.0825,0.0,0.0,0,1,0,2025-04-28,RELIANCE.NS,BUY,TIME
1.5015,0.7608,0.2297,0.0096,0.3586,0.0,0.0,1,1,0,2025-04-29,RELIANCE.NS,BUY,TIME
1.2238,0.0814,0.2674,0.6512,0.0644,0.0,0.0,2,1,0,2025-04-30,RELIANCE.NS,BUY,TIME
0.9983,0.3287,0.4755,0.1958,0.5236,0.0,0.0,0,0,4,2025-05-05,ICICIBANK.NS,SELL,TIME
0.8016,0.2397,0.5785,0.1818,-0.7545,0.0,0.0,2,1,1,2025-05-07,INFY.NS,BUY,TIME
0.9358,0.3788,0.5379,0.0833,-0.0987,0.0,0.0,2,0,0,2025-05-07,RELIANCE.NS,SELL,TIME
0.7627,0.2357,0.7643,0.0,-1.0925,0.0,0.0,2,1,2,2025-05-07,TCS.NS,BUY,TIME
0.6519,0.3404,0.0106,0.6489,0.2229,0.0,0.0,3,1,4,2025-05-08,ICICIBANK.NS,BUY,TIME
1.0613,0.2867,0.14,0.5733,0.064,0.0,0.0,3,1,0,2025-05-08,RELIANCE.NS,BUY,TIME
1.2453,0.2076,0.5297,0.2627,-1.1563,0.0,0.0,4,0,3,2025-05-09,HDFCBANK.NS,SELL,TIME
1.1541,0.7716,0.1728,0.0556,-0.7633,0.0,0.0,4,0,4,2025-05-09,ICICIBANK.NS,SELL,TIME
0.9096,0.2917,0.5032,0.2051,-0.7259,0.0,0.0,4,1,2,2025-05-09,TCS.NS,BUY,TIME
2.3235,0.8772,0.1228,0.0,1.0871,0.0,0.0,0,1,4,2025-05-12,ICICIBANK.NS,BUY,TIME
2.3488,0.9079,0.0921,0.0,1.7983,0.0,0.0,0,1,1,2025-05-12,INFY.NS,BUY,TARGET
1.605,0.7511,0.131,0.1179,2.0014,0.0,0.0,0,1,0,2025-05-12,RELIANCE.NS,BUY,TIME
1.3538,0.4511,0.341,0.2079,2.2516,0.0,0.0,0,1,2,2025-05-12,TCS.NS,BUY,TARGET
1.6321,0.5048,0.3238,0.1714,-0.2505,0.0,0.0,1,0,3,2025-05-13,HDFCBANK.NS,SELL,TIME
1.8204,0.6389,0.1111,0.25,-1.1802,2567471.0,2.4709,1,0,1,2025-05-13,INFY.NS,SELL,TIME
1.5788,0.1556,0.56,0.2844,-0.1044,0.0,0.0,1,0,0,2025-05-13,RELIANCE.NS,SELL,TIME
1.6516,0.5459,0.0306,0.4235,-0.3334,502793.0,1.4229,1,0,2,2025-05-13,TCS.NS,SELL,TIME
0.6466,0.3398,0.3981,0.2621,-0.6646,0.0,0.0,4,0,1,2025-05-16,INFY.NS,SELL,TARGET
1.031,0.3416,0.0124,0.646,-0.7487,0.0,0.0,0,0,1,2025-05-19,INFY.NS,SELL,TIME
0.7271,0.3905,0.1429,0.4667,-0.0963,0.0,0.0,0,0,0,2025-05-19,RELIANCE.NS,SELL,TIME
1.075,0.5161,0.4129,0.071,0.1311,0.0,0.0,1,0,4,2025-05-20,ICICIBANK.NS,SELL,TIME
0.6902,0.202,0.596,0.202,-0.2635,0.0,0.0,1,0,0,2025-05-20,RELIANCE.NS,SELL,STOP
0.8526,0.5,0.1639,0.3361,-0.1263,0.0,0.0,2,1,0,2025-05-21,RELIANCE.NS,BUY,TIME
0.8161,0.641,0.2991,0.0598,-0.2007,0.0,0.0,3,0,4,2025-05-22,ICICIBANK.NS,SELL,TIME
1.2734,0.9106,0.0335,0.0559,-0.4338,0.0,0.0,3,0,0,2025-05-22,RELIANCE.NS,SELL,TIME
0.7609,0.0818,0.0,0.9182,0.3473,0.0,0.0,4,1,4,2025-05-23,ICICIBANK.NS,BUY,TIME
1.1312,0.7019,0.1491,0.1491,-0.0992,0.0,0.0,4,1,0,2025-05-23,RELIANCE.NS,BUY,TIME
0.7936,0.656,0.328,0.016,0.847,0.0,0.0,2,0,1,2025-05-28,INFY.NS,SELL,TIME
1.0625,0.3725,0.5294,0.098,0.3171,0.0,0.0,3,0,3,2025-05-29,HDFCBANK.NS,SELL,TIME
0.5731,0.1531,0.1351,0.7117,0.3269,0.0,0.0,4,1,3,2025-05-30,HDFCBANK.NS,BUY,TARGET
0.5162,0.0267,0.12,0.8533,-0.1437,0.0,0.0,4,0,4,2025-05-30,ICICIBANK.NS,SELL,STOP
0.6466,0.2667,0.3378,0.3956,0.0258,396369.0,1.1218,4,0,2,2025-05-30,TCS.NS,SELL,TIME
1.2879,0.4422,0.3065,0.2513,0.5223,0.0,0.0,1,0,1,2025-06-03,INFY.NS,SELL,TIME
1.1853,0.3174,0.3054,0.3772,0.481,0.0,0.0,1,0,0,2025-06-03,RELIANCE.NS,SELL,TIME
1.2751,0.2426,0.5698,0.1876,-0.1102,0.0,0.0,1,0,2,2025-06-03,TCS.NS,SELL,TIME
0.6099,0.4746,0.5254,0.0,-0.0364,1738400.0,0.7562,2,1,3,2025-06-04,HDFCBANK.NS,BUY,TIME
0.8813,0.4961,0.315,0.189,-0.021,0.0,0.0,3,1,4,2025-06-05,ICICIBANK.NS,BUY,TARGET
0.9184,0.7063,0.2657,0.028,-0.4452,889861.0,0.8564,3,1,1,2025-06-05,INFY.NS,BUY,TIME
1.4469,0.7608,0.1483,0.0909,0.3167,3286632.0,2.3848,3,1,0,2025-06-05,RELIANCE.NS,BUY,TIME
0.523,0.5198,0.1525,0.3277,0.5413,349546.0,0.9892,3,0,2,2025-06-05,TCS.NS,SELL,STOP
0.7914,0.1161,0.7613,0.1226,-0.2359,1894652.0,0.8242,4,1,3,2025-06-06,HDFCBANK.NS,BUY,TARGET
0.7971,0.0484,0.6693,0.2823,-0.5274,655152.0,0.6305,4,1,1,2025-06-06,INFY.NS,BUY,TIME
1.4752,0.7887,0.0,0.2113,0.5283,0.0,0.0,0,0,4,2025-06-09,ICICIBANK.NS,SELL,TIME
0.8235,0.1221,0.4427,0.4351,0.7124,1164971.0,1.1212,1,1,1,2025-06-10,INFY.NS,BUY,TARGET
1.0578,0.3689,0.1776,0.4536,0.4966,516898.0,1.4629,1,1,2,2025-06-10,TCS.NS,BUY,TIME
0.6092,0.5798,0.0,0.4202,0.1274,1271801.0,0.5533,2,0,3,2025-06-11,HDFCBANK.NS,SELL,TIME
0.761,0.3115,0.5492,0.1393,-0.0816,1396080.0,1.3436,2,1,1,2025-06-11,INFY.NS,BUY,TARGET
0.5952,0.4353,0.5647,0.0,-0.021,0.0,0.0,3,0,4,2025-06-12,ICICIBANK.NS,SELL,TIME
0.7259,0.3333,0.381,0.2857,0.3314,1118119.0,0.8113,3,0,0,2025-06-12,RELIANCE.NS,SELL,TARGET
0.664,0.4629,0.3493,0.1878,-0.1902,0.0,0.0,3,0,2,2025-06-12,TCS.NS,SELL,TARGET
0.7069,0.93,0.07,0.0,-1.4384,0.0,0.0,4,1,4,2025-06-13,ICICIBANK.NS,BUY,TIME
1.5917,0.6929,0.0394,0.2677,-1.726,1553335.0,1.4949,4,1,1,2025-06-13,INFY.NS,BUY,TIME
1.058,0.6364,0.124,0.2397,-0.8969,0.0,0.0,4,1,2,2025-06-13,TCS.NS,BUY,TIME
0.4972,0.625,0.3229,0.0521,0.125,0.0,0.0,0,1,3,2025-06-16,HDFCBANK.NS,BUY,TIME
0.9595,0.5677,0.4323,0.0,-0.3115,0.0,0.0,0,1,1,2025-06-16,INFY.NS,BUY,TARGET
0.5096,0.4931,0.3151,0.1918,-0.063,0.0,0.0,0,1,0,2025-06-16,RELIANCE.NS,BUY,TARGET
1.2023,0.7751,0.0981,0.1268,-0.258,0.0,0.0,0,1,2,2025-06-16,TCS.NS,BUY,TIME
1.4859,0.4266,0.4382,0.1351,0.094,790394.0,2.2369,2,0,2,2025-06-18,TCS.NS,SELL,TIME
0.9736,0.9947,0.0053,0.0,-0.0259,1593969.0,0.6934,4,1,3,2025-06-20,HDFCBANK.NS,BUY,TIME
0.4235,0.6,0.2,0.2,0.0354,570881.0,0.3325,4,1,4,2025-06-20,ICICIBANK.NS,BUY,TARGET
1.3607,0.8426,0.0,0.1574,0.2381,1387914.0,1.0071,4,1,0,2025-06-20,RELIANCE.NS,BUY,TARGET
1.1857,0.2394,0.0692,0.6915,1.1484,0.0,0.0,1,0,1,2025-06-24,INFY.NS,SELL,STOP
0.7582,0.0656,0.2973,0.6371,1.25,521853.0,1.4769,1,0,2,2025-06-24,TCS.NS,SELL,TARGET
1.2029,0.2746,0.3938,0.3316,0.6259,0.0,0.0,2,1,1,2025-06-25,INFY.NS,BUY,TIME
0.576,0.1066,0.3502,0.5431,0.6046,454391.0,1.286,2,1,2,2025-06-25,TCS.NS,BUY,TARGET
0.886,0.6949,0.1921,0.113,0.1061,3076471.0,1.3383,3,1,3,2025-06-26,HDFCBANK.NS,BUY,TARGET
0.9958,0.2797,0.5175,0.2028,0.007,1948081.0,1.1348,3,1,4,2025-06-26,ICICIBANK.NS,BUY,TIME
1.5255,0.7093,0.1322,0.1586,0.0886,2942022.0,2.1347,3,1,0,2025-06-26,RELIANCE.NS,BUY,TIME
0.6628,0.5338,0.1955,0.2707,-1.0259,2840050.0,1.2355,4,1,3,2025-06-27,HDFCBANK.NS,BUY,TIME
0.546,1.0,0.0,0.0,-0.0139,0.0,0.0,4,1,4,2025-06-27,ICICIBANK.NS,BUY,TARGET
0.7623,0.3217,0.6348,0.0435,0.107,0.0,0.0,4,1,0,2025-06-27,RELIANCE.NS,BUY,TARGET
0.56,0.1554,0.4456,0.399,0.4066,278857.0,0.7892,4,0,2,2025-06-27,TCS.NS,SELL,TIME
0.5641,0.6098,0.3902,0.0,-0.2394,0.0,0.0,0,0,4,2025-06-30,ICICIBANK.NS,SELL,TARGET
0.431,0.1774,0.2742,0.5484,-0.1315,1028611.0,0.5992,1,0,4,2025-07-01,ICICIBANK.NS,SELL,TARGET
1.2689,0.3782,0.4145,0.2073,0.3867,0.0,0.0,1,1,0,2025-07-01,RELIANCE.NS,BUY,TIME
1.2523,0.4223,0.5568,0.0209,0.026,465288.0,1.3168,1,0,2,2025-07-01,TCS.NS,SELL,TIME
0.9164,0.8361,0.0,0.1639,0.1889,1527640.0,0.6646,2,0,3,2025-07-02,HDFCBANK.NS,SELL,TARGET
1.2491,0.2179,0.6257,0.1564,0.5588,0.0,0.0,2,0,4,2025-07-02,ICICIBANK.NS,SELL,TIME
0.7839,0.6387,0.0756,0.2857,0.1441,1231690.0,0.8937,2,0,0,2025-07-02,RELIANCE.NS,SELL,TIME
0.6447,0.3798,0.2481,0.3721,0.3424,1655526.0,0.7202,3,1,3,2025-07-03,HDFCBANK.NS,BUY,STOP
0.8519,0.1154,0.1615,0.7231,0.3494,1627969.0,1.1812,3,1,0,2025-07-03,RELIANCE.NS,BUY,TIME
0.5415,0.4703,0.0649,0.4649,0.298,717038.0,2.0293,3,0,2,2025-07-03,TCS.NS,SELL,TARGET
0.6675,0.4679,0.1376,0.3945,0.2074,0.0,0.0,0,0,1,2025-07-07,INFY.NS,SELL,TIME
0.9094,0.5286,0.3214,0.15,-0.0262,0.0,0.0,0,1,0,2025-07-07,RELIANCE.NS,BUY,TIME
0.593,0.3644,0.2458,0.3898,-0.2365,1352255.0,0.5883,1,1,3,2025-07-08,HDFCBANK.NS,BUY,TARGET
0.7375,0.693,0.1842,0.1228,-0.2468,1125407.0,0.8166,2,1,0,2025-07-09,RELIANCE.NS,BUY,STOP
0.3591,0.2623,0.2377,0.5,0.0382,274095.0,0.7757,2,0,2,2025-07-09,TCS.NS,SELL,TARGET
0.5947,0.7176,0.2,0.0824,0.2863,818027.0,0.4765,3,0,4,2025-07-10,ICICIBANK.NS,SELL,TIME
0.6869,0.6442,0.2596,0.0962,0.1777,0.0,0.0,3,0,0,2025-07-10,RELIANCE.NS,SELL,TIME
0.5316,0.6415,0.3208,0.0377,-0.2492,0.0,0.0,4,0,3,2025-07-11,HDFCBANK.NS,SELL,TARGET
0.5352,0.421,0.5526,0.0263,-0.0421,984459.0,0.5735,4,0,4,2025-07-11,ICICIBANK.NS,SELL,TIME
1.1018,0.8485,0.1091,0.0424,-0.2046,1063691.0,0.7718,4,0,0,2025-07-11,RELIANCE.NS,SELL,TIME
0.8485,0.5714,0.0107,0.4179,-2.04,3371092.0,9.5404,4,0,2,2025-07-11,TCS.NS,SELL,TARGET
1.0597,0.4157,0.0,0.5843,-0.715,0.0,0.0,0,0,1,2025-07-14,INFY.NS,SELL,TIME
1.1256,0.7143,0.0,0.2857,0.1685,0.0,0.0,0,0,2,2025-07-14,TCS.NS,SELL,TIME
0.6385,0.7559,0.1417,0.1024,-0.1414,0.0,0.0,1,1,3,2025-07-15,HDFCBANK.NS,BUY,TARGET
0.421,0.1167,0.45,0.4333,0.0,0.0,0.0,1,1,4,2025-07-15,ICICIBANK.NS,BUY,TARGET
1.0361,0.2317,0.5,0.2683,0.0255,1382517.0,1.3305,1,1,1,2025-07-15,INFY.NS,BUY,TARGET
0.7074,0.6681,0.2969,0.0349,-0.3657,600868.0,1.7005,1,1,2,2025-07-15,TCS.NS,BUY,TIME
0.939,0.5,0.2394,0.2606,0.9563,0.0,0.0,2,0,3,2025-07-16,HDFCBANK.NS,SELL,TIME
1.2804,0.6049,0.3951,0.0,-0.5287,0.0,0.0,2,1,1,2025-07-16,INFY.NS,BUY,TIME
0.4264,0.5529,0.2471,0.2,0.2004,1494981.0,0.6503,3,0,3,2025-07-17,HDFCBANK.NS,SELL,TIME
0.9088,0.4069,0.5517,0.0414,-0.3669,1054501.0,1.0148,3,0,1,2025-07-17,INFY.NS,SELL,TIME
0.5116,0.2485,0.3939,0.3576,0.0588,469401.0,1.3284,3,0,2,2025-07-17,TCS.NS,SELL,TARGET
1.2063,0.8782,0.084,0.0378,0.4684,2036499.0,0.8859,4,0,3,2025-07-18,HDFCBANK.NS,SELL,TIME
0.6305,0.7204,0.0753,0.2043,0.3381,1307922.0,0.949,4,0,0,2025-07-18,RELIANCE.NS,SELL,TIME
0.608,0.759,0.0974,0.1436,0.5331,583365.0,1.651,4,0,2,2025-07-18,TCS.NS,SELL,TIME
1.7033,0.8675,0.0843,0.0482,0.8697,0.0,0.0,0,1,4,2025-07-21,ICICIBANK.NS,BUY,TIME
1.9903,0.6538,0.0,0.3462,-0.7046,0.0,0.0,0,0,0,2025-07-21,RELIANCE.NS,SELL,TIME
0.9375,0.218,0.4586,0.3233,-0.2239,0.0,0.0,1,0,0,2025-07-22,RELIANCE.NS,SELL,TIME
0.3483,0.1143,0.1714,0.7143,0.0448,0.0,0.0,2,1,3,2025-07-23,HDFCBANK.NS,BUY,TARGET
0.7628,0.0667,0.35,0.5833,0.4384,1315983.0,1.2665,2,0,1,2025-07-23,INFY.NS,SELL,STOP
0.8927,0.9722,0.0,0.0278,0.4642,3003507.0,1.3066,3,0,3,2025-07-24,HDFCBANK.NS,SELL,TIME
0.6012,0.6588,0.2353,0.1059,-0.3228,2457892.0,1.7834,3,0,0,2025-07-24,RELIANCE.NS,SELL,TARGET
0.5355,0.5385,0.0,0.4615,-0.0693,1049373.0,2.9698,3,0,2,2025-07-24,TCS.NS,SELL,TIME
0.7894,0.6154,0.0,0.3846,0.9324,2907719.0,1.6938,4,0,4,2025-07-25,ICICIBANK.NS,SELL,TIME
1.3743,0.3905,0.2714,0.3381,-0.6182,0.0,0.0,4,0,1,2025-07-25,INFY.NS,SELL,TIME
0.6183,0.7826,0.087,0.1304,0.1963,0.0,0.0,0,1,4,2025-07-28,ICICIBANK.NS,BUY,TIME
1.8207,0.0145,0.0145,0.9709,-0.5861,0.0,0.0,0,1,1,2025-07-28,INFY.NS,BUY,TIME
0.7651,0.6558,0.1753,0.1688,-0.3984,0.0,0.0,1,1,3,2025-07-29,HDFCBANK.NS,BUY,TIME
1.0488,0.5986,0.3946,0.0068,-0.072,2583785.0,1.8748,1,1,0,2025-07-29,RELIANCE.NS,BUY,TARGET
0.6484,0.697,0.2778,0.0253,-0.5801,0.0,0.0,1,0,2,2025-07-29,TCS.NS,SELL,TIME
0.5031,0.1143,0.5286,0.3571,-1.7009,0.0,0.0,3,1,0,2025-07-31,RELIANCE.NS,BUY,TARGET
0.6563,0.0707,0.6768,0.2525,-0.3231,324195.0,0.9175,4,0,2,2025-08-01,TCS.NS,SELL,TIME
1.0514,0.6762,0.2571,0.0667,-0.1983,0.0,0.0,0,0,3,2025-08-04,HDFCBANK.NS,SELL,TIME
0.8044,0.3729,0.322,0.3051,0.3333,0.0,0.0,0,0,4,2025-08-04,ICICIBANK.NS,SELL,TIME
0.9961,0.1027,0.3014,0.5959,-0.4908,0.0,0.0,0,1,1,2025-08-04,INFY.NS,BUY,TARGET
1.2132,0.7661,0.0409,0.193,0.1148,0.0,0.0,0,1,0,2025-08-04,RELIANCE.NS,BUY,TIME
0.7516,0.4404,0.3119,0.2477,-0.4167,1363562.0,0.7943,1,0,4,2025-08-05,ICICIBANK.NS,SELL,TIME
1.0745,0.9067,0.0133,0.08,0.0284,0.0,0.0,1,0,0,2025-08-05,RELIANCE.NS,SELL,TIME
0.5,0.2323,0.2828,0.4849,-0.2475,2194690.0,0.9547,2,1,3,2025-08-06,HDFCBANK.NS,BUY,TIME
0.7981,0.8348,0.1217,0.0435,-0.596,2421461.0,2.3304,2,0,1,2025-08-06,INFY.NS,SELL,TIME
0.7599,0.6883,0.2208,0.0909,-0.1306,221904.0,0.628,2,0,2,2025-08-06,TCS.NS,SELL,TIME
0.4224,0.2619,0.7024,0.0357,-0.2468,724726.0,0.3153,3,1,3,2025-08-07,HDFCBANK.NS,BUY,STOP
0.7525,0.8796,0.1204,0.0,0.0831,0.0,0.0,3,0,4,2025-08-07,ICICIBANK.NS,SELL,TIME
0.6224,0.0337,0.7865,0.1798,-0.0489,899388.0,0.8656,3,0,1,2025-08-07,INFY.NS,SELL,TARGET
0.5716,0.9747,0.0,0.0253,-0.2082,958844.0,0.6957,3,0,0,2025-08-07,RELIANCE.NS,SELL,TARGET
0.5201,0.9223,0.0,0.0777,-0.4301,1748727.0,0.7607,4,0,3,2025-08-08,HDFCBANK.NS,SELL,TARGET
1.1004,0.1118,0.7566,0.1316,-0.3167,1329410.0,0.9646,4,0,0,2025-08-08,RELIANCE.NS,SELL,TARGET
0.7209,0.1735,0.5023,0.3242,-0.0066,0.0,0.0,4,0,2,2025-08-08,TCS.NS,SELL,TIME
0.789,0.3694,0.4522,0.1783,0.2485,0.0,0.0,0,1,3,2025-08-11,HDFCBANK.NS,BUY,TIME
0.7269,0.0577,0.3654,0.5769,-0.6616,0.0,0.0,0,1,4,2025-08-11,ICICIBANK.NS,BUY,TIME
0.6145,0.2235,0.5412,0.2353,0.5217,1413665.0,1.0257,2,0,0,2025-08-13,RELIANCE.NS,SELL,TIME
1.198,0.6667,0.1552,0.1782,0.8061,0.0,0.0,3,1,1,2025-08-14,INFY.NS,BUY,TARGET
0.5868,0.3989,0.5112,0.0899,0.2306,511196.0,1.4467,3,0,2,2025-08-14,TCS.NS,SELL,STOP
